440,Summer,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events"
441,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle"
442,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit
443,Winter,Biathlon,Biathlon Women's 12.5 kilometres Mass Start
444,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
445,Summer,Fencing,"Fencing Women's Sabre, Team"
446,Summer,Shooting,Shooting Men's Double Trap
447,Summer,Weightlifting,Weightlifting Men's Bantamweight
448,Summer,Taekwondo,Taekwondo Men's Heavyweight
449,Summer,Sailing,Sailing Mixed Windsurfer
450,Summer,Taekwondo,Taekwondo Women's Welterweight
451,Summer,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres"
452,Winter,Skeleton,Skeleton Men's Skeleton
453,Summer,Cycling,Cycling Men's 50 kilometres
454,Summer,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres"
455,Summer,Cycling,Cycling Men's 333 metres Time Trial
456,Summer,Cycling,Cycling Men's 20 kilometres
457,Summer,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres"
458,Summer,Sailing,Sailing Mixed Open
459,Summer,Sailing,Sailing Mixed 1-2 Ton
460,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
461,Winter,Luge,Luge Men's Singles
462,Winter,Luge,Luge Mixed (Men)'s Doubles
463,Summer,Sailing,Sailing Mixed Multihull
464,Summer,Badminton,Badminton Women's Doubles
